Tipo de Obra;Nro. GEX;Fecha Vencimiento;Estado;Regional;Solicitantes;Fecha de Solicitud;Fecha de Resolución;Fecha de Inscripción;Cadual;Volumen;Uso;Destino;Lat;Lon;Mes Inicio;Mes Final;Horas x Año;Depto.-Padrón;Id Solicitud;Codigo Cuencas de nivel 5;Sección Judicial;Cuencas de nivel 3;Curso a Utilizar;Área de Cuenca;Área de Embalse;Volúmen de Embalse;Altura Máxima;Tipo de acuifero;profundidad;Diámetro;Caudal Ensayado;Nivel Estático;Nivel Dinámico;Caudal Máximo;Codigo Cuencas de nivel 2;Accion Solicitud;Tipo Resolución
Pozo;SGRH-2012-10-004-0510-1-132;11/6/2023;Registrada;TREINTA Y TRES;CEMENTOS DEL PLATA S.A. ;3/5/2012;11/6/2013;2/7/2013;6;34560;Otros usos;Control de incendios;-33,08876959;-54,53794535;12;11;5760;TREINTA Y TRES-10047;241999;43724;;RÍO OLIMAR GRANDE entre Ao. YERBAL GRANDE y Ao. De Los Ceibos;437;;;;;;46;160;7,5;3,9;20;;43;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-135;26/7/2023;Registrada;MONTEVIDEO;Raúl Humberto Mollo Braga;10/5/2012;17/5/2013;26/7/2013;3,2;18432;Otros usos agropecuarios;Tambo;-34,49233948;-56,27214571;12;11;5760;CANELONES-7172;242002;63507;1;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;635;;;;;;53;270;3,2;13;24;;63;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-136;30/6/2024;Archivada con Resolución;RÍO BRANCO;Canatec ;10/5/2012;19/5/2014;3/6/2014;0;1580000;Riego;Arroz;-32,16620065;-54,89283167;12;3;2880;TACUAREMBÓ-6427;242003;50550;13;RÍO NEGRO entre Ao. ZAPALLAR y Ao. Fraile Muerto;Cda. Sarandí;406;56,5;1580000;10,6;;;;;;;;50;Nueva;Concesión
Toma;SGRH-2012-10-004-0510-1-137;30/6/2022;Registrada;FRAY BENTOS;Cel.Y Ener. P.Pereira. S.A. y Z.Franca P.Pereira  Sa ;10/5/2012;13/3/2019;24/4/2019;2000;44500000;Industrial;Otros;-34,22956986;-58,06244591;4;3;8640;COLONIA-21947;242004;20830;;RÍO DE LA PLATA entre Ao. DE LAS VACAS y Río San Juan;Río De La Plata;;;;;;;;;;;1366;20;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-138;1/10/2023;Registrada;MONTEVIDEO;Leonel Baldivia;10/5/2012;17/5/2013;1/10/2013;1,8;10368;Consumo humano;Uso doméstico;-34,57218248;-56,30312119;12;11;5760;CANELONES-20504;242005;63508;1;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;635;;;;;;55;270;1,8;13,9;43;;63;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-139;15/7/2023;Registrada;DURAZNO;Juan Carlos Rodríguez Rodríguez;10/5/2012;17/5/2013;15/7/2013;5;28800;Otros usos agropecuarios;Tambo;-34,1349221;-56,14857415;12;11;5760;FLORIDA-9037;242006;61510;;RÍO SANTA LUCÍA CHICO entre Ao. DE LA MACANA y Ao. De Pintado;615;;;;;;49;152,4;5;10;38;;61;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-14;14/7/2024;Registrada;DURAZNO;OSE ;18/1/2012;14/7/2014;23/7/2014;1,5;8100;Consumo humano;Abastecimiento a poblaciones;-33,83523265;-56,30594591;12;11;5400;FLORIDA-88;242007;61300;;RÍO SANTA LUCÍA CHICO entre Ao. DE LA CRUZ y Ao. De La Macana;613;;;;;;70;0,2;1,5;;;;61;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-140;24/7/2023;Registrada;DURAZNO;Pedro Ruben Santamaría Dardano;10/5/2012;17/5/2013;24/7/2013;5,8;33408;Otros usos agropecuarios;Tambo;-33,92628651;-56,04211465;12;11;5760;FLORIDA-10622;242008;61206;3;RÍO SANTA LUCÍA CHICO entre Ao. TALITA y Ao. De La Cruz;612;;;;;;32;203,2;5,8;6,5;22,7;;61;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-145;30/6/2023;Registrada;ARTIGAS;Nery Lima;15/5/2012;17/6/2015;31/8/2015;0;2294000;Riego;Arroz;-30,39035033;-56,94589904;12;3;2880;ARTIGAS-691;242010;10727;2;RÍO CUAREIM entre Ao. TRES CRUCES GRANDE y Ao. Cuaró Grande;Cda. sin nombre;440;85;2290000;8;;;;;;;;10;Nueva;Concesión
Represa Mediana;SGRH-2012-10-004-0510-1-146;30/6/2023;Registrada;ARTIGAS;Nery Lima;15/5/2012;22/6/2015;19/8/2015;0;915000;Riego;Arroz;-30,36660906;-56,9685055;12;3;2880;ARTIGAS-691;242011;10727;2;RÍO CUAREIM entre Ao. TRES CRUCES GRANDE y Ao. Cuaró Grande;Cda. s/n;855;96,55;915000;4,2;;;;;;;;10;Nueva;Concesión
Pozo;SGRH-2012-10-004-0510-1-147;24/7/2023;Registrada;DURAZNO;Wilson Dardo Ortiz Piña;16/5/2012;17/5/2013;24/7/2013;10;57600;Otros usos agropecuarios;Tambo;-34,27011587;-55,94367313;12;11;5760;FLORIDA-4832;242012;60610;2;RÍO SANTA LUCÍA entre Ao. VEJIGAS y Ao. Chamizo Grande;606;;;;;;60;254;10;13;42;;60;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-148;3/10/2023;Registrada;MONTEVIDEO;Oscar Wilmer Bentancor Espiga;16/5/2012;17/5/2013;3/10/2013;4,3;24768;Otros usos agropecuarios;Tambo;-34,31494372;-56,09227807;12;11;5760;CANELONES-2471;242013;60828;11;RÍO SANTA LUCÍA entre Ao. DEL TALA y Ao. De Mendoza;608;;;;;;40;304,8;4,3;4,4;25,56;;60;Nueva;Permiso de uso
Represa Mediana;SGRH-2012-10-004-0510-1-149;21/5/2023;Registrada;TACUAREMBÓ;Shirley María Lasarte O'Neil;17/5/2012;21/5/2013;14/6/2013;0;1592000;Otros usos agropecuarios;Abrevadero de ganado;-32,21859936;-55,78230671;4;3;8640;TACUAREMBÓ-15561, TACUAREMBÓ-516, TACUAREMBÓ-7501;242014;54102;;Ao. DE CLARA;Cda. s/n;950;77,2;1592000;6,5;;;;;;;;54;Renov/Modif;Concesión
Pozo;SGRH-2012-10-004-0510-1-15;21/8/2023;Registrada;DURAZNO;OSE ;19/1/2012;21/8/2013;1/10/2013;3,4;18360;Consumo humano;Abastecimiento a poblaciones;-34,2830237;-56,21647504;12;11;5400;FLORIDA-150;242015;60900;;RÍO SANTA LUCÍA entre Ao. DE MENDOZA y Río Santa Lucía Chico;609;;;;;;34;0,2;3,4;14,85;25,4;;60;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-150;8/4/2024;Registrada;TACUAREMBÓ;Tilmur S.A. ;17/5/2012;8/4/2014;10/7/2014;0;1681000;Riego;Arroz;-32,08517583;-55,47779703;12;3;2880;TACUAREMBÓ-7143, TACUAREMBÓ-7148;242016;53410;;RÍO TACUAREMBÓ entre Ao. DEL SAUCE y Ao. Yaguarí;Cda. s/n;225;73;1680000;6,3;;;;;;;;53;Cesión;Concesión
Pozo;SGRH-2012-10-004-0510-1-151;21/2/2024;Registrada;MONTEVIDEO;Veroluce S.A. ;17/5/2012;21/2/2014;6/3/2014;6;25920;Otros usos;Otros;-34,92401288;-56,16041422;12;11;4320;MONTEVIDEO-32096;242017;26410;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;50;0,15;6;26;37;;26;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-153;3/12/2024;Registrada;MONTEVIDEO;Luis Alberto Márquez Ferreira;18/5/2012;17/5/2013;3/12/2014;3,5;13440;Riego;Frutales;-34,62033839;-56,4077083;12;7;3840;CANELONES-396;242019;66000;3;RÍO SANTA LUCÍA entre Río San José y Ao. Durán;660;;;;;;10;200;3,5;5;;;66;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-154;26/7/2023;Registrada;MONTEVIDEO;Roberto García Hernández;18/5/2012;17/5/2013;26/7/2013;0,5;2880;Otros usos agropecuarios;Tambo;-34,39830278;-55,84039172;12;11;5760;CANELONES-9657;242020;60820;10;RÍO SANTA LUCÍA entre Ao. DEL TALA y Ao. De Mendoza;608;;;;;;48;304,8;0,5;7;18,5;;60;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-155;2/8/2023;Registrada;MONTEVIDEO;Edison Fernández Capobianco;18/5/2012;17/5/2013;2/8/2013;1,2;6912;Otros usos agropecuarios;Tambo;-34,35377601;-55,57434945;12;11;5760;CANELONES-9617;242021;60600;10;RÍO SANTA LUCÍA entre Ao. VEJIGAS y Ao. Chamizo Grande;606;;;;;;35;254;1,2;8,5;28;;60;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-16;14/7/2024;Registrada;DURAZNO;OSE ;19/1/2012;14/7/2014;23/7/2014;2,3;12420;Consumo humano;Abastecimiento a poblaciones;-33,92692516;-56,23073996;12;11;5400;FLORIDA-330;242026;61300;;RÍO SANTA LUCÍA CHICO entre Ao. DE LA CRUZ y Ao. De La Macana;613;;;;;;40,5;0,2;2,3;;;;61;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-161;9/12/2023;Registrada;SAN JOSÉ;Fabián Eduardo Bentancour Hernández;25/5/2012;17/5/2013;9/12/2013;2;7200;Otros usos agropecuarios;Abrevadero de ganado;-34,3768574;-56,73670768;12;11;3600;SAN JOSÉ-13703;242028;65630;;RÍO SAN JOSÉ entre Ao. CARRETA QUEMADA y Ao. Castellanos;281;;;;;;35;254;2;11;14;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-162;27/11/2023;Registrada;SAN JOSÉ;Miguel Alonso Rodríguez;29/5/2012;17/5/2013;27/11/2013;4;23040;Otros usos agropecuarios;Tambo;-34,36594546;-56,7254656;12;11;5760;SAN JOSÉ-14795;242029;65630;7;RÍO SAN JOSÉ entre Ao. CARRETA QUEMADA y Ao. Castellanos;656;;;;;;48;254;4;5;36;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-163;27/11/2023;Registrada;SAN JOSÉ;Udo Kunze Duck;29/5/2012;17/5/2013;27/11/2013;6;34560;Otros usos agropecuarios;Tambo;-34,45578882;-57,06126271;12;11;5760;SAN JOSÉ-14210;242030;24308;5;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;242;;;;;;33;260;6;19;27;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-164;20/11/2023;Registrada;SAN JOSÉ;Horst Bergmann Woelcke;29/5/2012;17/5/2013;20/11/2013;3,5;20160;Otros usos agropecuarios;Tambo;-34,45513962;-57,01953239;12;11;5760;SAN JOSÉ-15946;242031;24308;;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;36;260;3,5;5;30;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-166;9/12/2023;Registrada;SAN JOSÉ;Atilio González;31/5/2012;17/5/2013;9/12/2013;14,4;82944;Otros usos agropecuarios;Tambo;-34,21437761;-56,68754078;12;11;5760;SAN JOSÉ-4720;242033;65610;3;RÍO SAN JOSÉ entre Ao. CARRETA QUEMADA y Ao. Castellanos;656;;;;;;38;304,8;14,4;13,5;24,04;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-168;20/11/2023;Registrada;SAN JOSÉ;Stefan Regehr;31/5/2012;17/5/2013;20/11/2013;4;23040;Otros usos agropecuarios;Tambo;-34,40718737;-57,02566584;12;11;5760;SAN JOSÉ-13234;242035;24308;;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;25;250;4;6;18;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-169;3/10/2023;Registrada;SAN JOSÉ;Víctor Agustín Ferrari Plácido;1/6/2012;17/5/2013;3/10/2013;20;115200;Otros usos agropecuarios;Tambo;-34,61632854;-56,752768;12;11;5760;SAN JOSÉ-15726;242036;24600;6;RÍO DE LA PLATA entre Ao. SAN GREGORIO y Ao. Mauricio;285;;;;;;37;304,8;20;17,2;19;;24;Nueva;Permiso de uso
Toma;SGRH-2012-10-004-0510-1-17;30/6/2021;Registrada;TREINTA Y TRES;Washington Saravia Pomatta;6/10/2011;18/9/2014;2/10/2014;300;1166400;Otros usos;Llenado de embalse/tanque;-33,64472445;-54,39312369;4;3;8640;LAVALLEJA-893, TREINTA Y TRES-893;242037;44470;;RÍO CEBOLLATÍ entre Ao. TAPES GRANDE y Ao. Del Aiguá;Río Cebollatí;;;;;;;;;;;;44;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-170;8/8/2023;Registrada;SAN JOSÉ;Walter Páez Peña;1/6/2012;17/5/2013;8/8/2013;14,4;82944;Otros usos agropecuarios;Tambo;-34,4742699;-56,69641153;12;11;5760;SAN JOSÉ-3369;242038;65700;;RÍO SAN JOSÉ entre Ao. CASTELLANOS y Ao. Cagancha;657;;;;;;32;304,8;14,4;12;22,48;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-171;6/11/2023;Registrada;SAN JOSÉ;Elena Briosso Amado;1/6/2012;17/5/2013;6/11/2013;4,5;25920;Industrial;Alimentos y bebidas;-34,42892076;-56,8523517;12;11;5760;SAN JOSÉ-629;242039;24400;5;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;27;254;4,5;;26;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-172;8/8/2023;Registrada;SAN JOSÉ;Wilmer Rodríguez;1/6/2012;17/5/2013;8/8/2013;20;115200;Otros usos agropecuarios;Tambo;-34,40084867;-56,86612666;12;11;5760;SAN JOSÉ-15849;242040;24300;5;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;35;254;20;10;26;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-175;5/7/2023;Registrada;DURAZNO;José María Figuerón Baptista;5/6/2012;17/5/2013;5/7/2013;2,7;9720;Otros usos agropecuarios;Abrevadero de ganado;-32,95486704;-55,80376554;12;11;3600;DURAZNO-7686;242043;54510;;RÍO NEGRO entre Ao. CHILENO GRANDE y Ao. Laureles;545;;;;;;28;254;2,7;2;19;;54;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-177;18/11/2023;Registrada;SAN JOSÉ;Serapio Hugo Torterolo Tegaldo;5/6/2012;17/5/2013;18/11/2013;1,1;6336;Otros usos agropecuarios;Tambo;-34,16642396;-56,64087135;12;11;5760;SAN JOSÉ-15662;242045;65610;;RÍO SAN JOSÉ entre Ao. CARRETA QUEMADA y Ao. Castellanos;656;;;;;;32;254;1,1;8,5;26,11;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-179;31/8/2022;Registrada;MONTEVIDEO;Milotur S.A. ;11/6/2012;31/8/2012;4/9/2012;18;89856;Industrial;Envasado de agua;-34,67676288;-55,28966938;12;11;4992;MALDONADO-31061;242047;29514;;Ao. DEL POTRERO / LAGUNA DEL SAUCE;295;;;;;;73;0,17;19;16;45;;29;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-180;10/4/2024;Registrada;SAN JOSÉ;Graciela Martínez Montaldo;14/5/2012;10/4/2014;26/5/2014;0;150000;Riego;Forraje/Pradera/Semillas;-34,13088236;-55,42655361;12;3;2880;LAVALLEJA-13026;242049;60400;4;RÍO SANTA LUCÍA entre Ao. GAETÁN y Ao. Casupá;Cda. s/n;101;6,59;150000;7,2;;;;;;;;60;Nueva;Concesión
Toma;SGRH-2012-10-004-0510-1-182;30/6/2022;Registrada;SAN JOSÉ;OSE ;6/6/2012;1/4/2014;23/4/2014;60;310000;Consumo humano;Abastecimiento a poblaciones;-34,27907187;-55,27473123;4;3;8640;LAVALLEJA-8409;242051;60000;1;RÍO SANTA LUCÍA entre nacientes y Ao. San Francisco;Río Santa Lucía;;;;;;;;;;;65;60;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-183;16/11/2025;Registrada;SAN JOSÉ;Raúl Guarino Odera;12/6/2012;17/5/2013;16/11/2015;21,8;41856;Riego;Hortalizas;-34,73207245;-56,44716596;12;3;1920;SAN JOSÉ-14022;242052;24810;8;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;34;304,8;21,8;14,4;19,08;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-184;6/11/2023;Registrada;SAN JOSÉ;Ángel Ruben Reyes;12/6/2012;17/5/2013;6/11/2013;1,2;6912;Otros usos agropecuarios;Tambo;-34,36268166;-57,03052834;12;11;5760;SAN JOSÉ-10323;242053;24308;5;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;40;200;1,2;2;35;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-185;2/8/2023;Registrada;SAN JOSÉ;Juan Antonio Cabrera Aldaz;12/6/2012;17/5/2013;2/8/2013;0,66;3802;Otros usos agropecuarios;Tambo;-34,46216143;-56,6843651;12;11;5760;SAN JOSÉ-3231;242054;65700;7;RÍO SAN JOSÉ entre Ao. CASTELLANOS y Ao. Cagancha;657;;;;;;20;330,2;0,66;3,5;17,45;;65;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-187;30/6/2023;Registrada;ARTIGAS;Estela Cueto;12/6/2012;1/8/2016;8/9/2016;0;1628000;Riego;Arroz;-30,48152059;-57,44471987;12;3;2880;ARTIGAS-382;242056;11100;9;RÍO URUGUAY entre Ao. ITACUMBÚ y Ao. Lenguazo;Cda. Curupán;360;61,5;1628000;8,8;;;;;;;;11;Nueva;Concesión
Pozo;SGRH-2012-10-004-0510-1-188;30/9/2023;Registrada;SAN JOSÉ;Carlos María Reyes Tunín;12/6/2012;17/5/2013;30/9/2013;3;17280;Otros usos agropecuarios;Tambo;-34,36658739;-56,7591717;12;11;5760;SAN JOSÉ-4427;242057;24400;7;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;32;203,2;3;17,57;22;;24;Nueva;Permiso de uso
Represa Chica;SGRH-2012-10-004-0510-1-190;4/8/2024;Registrada;TACUAREMBÓ;Vertinel S.A. ;13/6/2012;4/8/2014;11/8/2014;0;857000;Riego;Arroz;-31,89872176;-55,27389889;12;3;2880;TACUAREMBÓ-3706;242060;53661;;RÍO TACUAREMBÓ entre Ao. YAGUARÍ y Ao. Caraguatá;Cda. s/n;210;46,28;856000;5,2;;;;;;;;53;Nueva;Concesión
Tajamar Grande;SGRH-2012-10-004-0510-1-192;18/10/2016;Archivada con Resolución;MONTEVIDEO;Guillermo Nudenberg;12/6/2012;18/10/2016;18/11/2016;0;24600;Riego;Frutales;-34,57280203;-55,24237696;12;3;2880;MALDONADO-31463, MALDONADO-6143;242062;29513;3;Ao. DEL POTRERO / LAGUNA DEL SAUCE;Cda. s/n;30;0,99;24600;8,4;;;;;;;;29;Nueva;Sin Resolución
Tajamar Grande;SGRH-2012-10-004-0510-1-193;30/6/2022;Registrada;MONTEVIDEO;José Rodríguez, Raul Casa;15/6/2012;13/5/2015;1/7/2015;0;125000;Riego;Forraje/Pradera/Semillas;-34,46452622;-55,8749037;12;3;2880;CANELONES-50375;242063;26800;14;Ao. PANDO;Cda. s/n;165;10;125000;4,4;;;;;;;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-194;30/9/2023;Registrada;SAN JOSÉ;Víctor Wilson Peraza García;15/6/2012;17/5/2013;30/9/2013;3,8;21888;Otros usos agropecuarios;Tambo;-34,29030114;-56,82889883;12;11;5760;SAN JOSÉ-3053;242064;24300;7;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;32;254;3,8;5,4;13,5;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-195;19/10/2025;Registrada;SAN JOSÉ;Carlos Varela Mussini;15/6/2012;17/5/2013;5/11/2015;12;23040;Riego;Hortalizas;-34,45378661;-56,56556428;12;3;1920;SAN JOSÉ-10917;242065;65800;2;RÍO SAN JOSÉ entre Ao. CAGANCHA y Río Santa Lucía;658;;;;;;20;304,8;12;;;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-197;8/8/2023;Registrada;SAN JOSÉ;Mima Martínez;15/6/2012;17/5/2013;8/8/2013;2,5;14400;Otros usos agropecuarios;Tambo;-34,23407916;-56,7587518;12;11;5760;SAN JOSÉ-1480;242067;65510;4;RÍO SAN JOSÉ entre Ao. CHAMIZO y Ao. Carreta Quemada;655;;;;;;32;254;2,5;4,05;8,35;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-198;30/9/2023;Registrada;SAN JOSÉ;Carlos Ramenghi Montelongo;20/6/2012;17/5/2013;30/9/2013;10;57600;Otros usos agropecuarios;Tambo;-34,59522885;-56,61835366;12;11;5760;SAN JOSÉ-4981;242068;65810;6;RÍO SAN JOSÉ entre Ao. CAGANCHA y Río Santa Lucía;658;;;;;;31;304,8;10;16,8;20,4;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-199;3/10/2023;Registrada;SAN JOSÉ;Gustavo María Bonilla Choca;20/6/2012;17/5/2013;3/10/2013;4,6;26496;Otros usos agropecuarios;Tambo;-34,41882677;-56,87289203;12;11;5760;SAN JOSÉ-1032;242069;24300;5;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;41;254;4,6;18;32;;24;Nueva;Permiso de uso
Tajamar Grande;SGRH-2012-10-004-0510-1-2;26/12/2022;Registrada;FRAY BENTOS;Hector Fernando Capandeguy;3/1/2012;26/12/2012;21/1/2013;0;18000;Otros usos agropecuarios;Abrevadero de ganado;-34,19401858;-58,03082331;4;3;8640;COLONIA-21144;242070;20830;;RÍO DE LA PLATA entre Ao. DE LAS VACAS y Río San Juan;Cañada de las Nutrias;489;2,76;18000;4,8;;;;;;;;20;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-200;14/10/2023;Registrada;SAN JOSÉ;Héctor Daniel Cameto Martínez;20/6/2012;17/5/2013;14/10/2013;1,8;10368;Industrial;Alimentos y bebidas;-34,37294534;-56,80925274;12;11;5760;SAN JOSÉ-10253;242072;24400;7;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;51;203,2;1,8;1;7;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-201;16/7/2023;Registrada;DURAZNO;Luis Roberto Petre Vega;22/6/2012;17/5/2013;16/7/2013;3,6;20736;Otros usos agropecuarios;Tambo;-33,93403901;-56,16340403;12;11;5760;FLORIDA-12488;242073;61300;;RÍO SANTA LUCÍA CHICO entre Ao. DE LA CRUZ y Ao. De La Macana;613;;;;;;40;203,2;3,6;8,5;9,57;;61;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-202;10/7/2023;Registrada;DURAZNO;Federico Guillermo Pastorini Perdomo;22/6/2012;17/5/2013;10/7/2013;9;32400;Otros usos agropecuarios;Abrevadero de ganado;-33,77090604;-55,9897619;12;11;3600;FLORIDA-3513;242074;61206;8;RÍO SANTA LUCÍA CHICO entre Ao. TALITA y Ao. De La Cruz;612;;;;;;25;222,25;9;2,7;4,7;;61;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-205;24/9/2023;Registrada;SAN JOSÉ;Martín Robert Lindholm Leunda;22/6/2012;17/5/2013;24/9/2013;2;11520;Otros usos agropecuarios;Tambo;-34,53262062;-56,50965553;12;11;5760;SAN JOSÉ-12359;242077;65810;2;RÍO SAN JOSÉ entre Ao. CAGANCHA y Río Santa Lucía;658;;;;;;40;304,8;2;14,5;24,13;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-206;31/8/2022;Registrada;MONTEVIDEO;Milotur S.A. ;25/6/2012;31/8/2012;4/9/2012;9;43200;Industrial;Envasado de agua;-34,67559686;-55,29106226;12;11;4800;MALDONADO-31061;242078;29514;;Ao. DEL POTRERO / LAGUNA DEL SAUCE;295;;;;;;67;0,15;9;34;38;;29;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-207;31/8/2022;Registrada;MONTEVIDEO;Milotur S.A. ;25/6/2012;31/8/2012;4/9/2012;12;69120;Industrial;Envasado de agua;-34,66865252;-55,29024281;12;11;5760;MALDONADO-31114;242079;29514;;Ao. DEL POTRERO / LAGUNA DEL SAUCE;295;;;;;;94;0,19;12;6,2;49;;29;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-211;3/10/2023;Registrada;SAN JOSÉ;Silvio Marzaroli Balatti;26/6/2012;17/5/2013;3/10/2013;20;115200;Otros usos agropecuarios;Tambo;-34,36462981;-56,77871606;12;11;5760;SAN JOSÉ-3633;242084;24400;;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;32;254;20;2,81;6,51;;24;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-214;3/10/2023;Registrada;SAN JOSÉ;Olga Mabel Fajardo Paez;26/6/2012;17/5/2013;3/10/2013;1,8;10368;Otros usos agropecuarios;Tambo;-34,36364107;-56,78957479;12;11;5760;SAN JOSÉ-12786;242087;24400;7;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;33,5;203,2;1,8;0,02;9,5;;24;Nueva;Permiso de uso
Toma;SGRH-2012-10-004-0510-1-215;30/6/2022;Registrada;DURAZNO;OSE ;27/6/2012;1/4/2014;7/5/2014;185;2910000;Consumo humano;Abastecimiento a poblaciones;-33,37933178;-56,50747335;4;3;8640;DURAZNO-4384;242088;56632;1;RÍO YÍ entre Ao. TOMÁS CUADRA y Ao. Maciel;Río Yí;;;;;;;;;;;185;56;Renov/Modif;Permiso de uso
Represa Grande;SGRH-2012-10-004-0510-1-216;30/6/2023;Registrada;DURAZNO;María Eugenia y Otros Lavista;27/6/2012;15/10/2013;22/10/2013;0;175200;Riego;Cereales/Oleaginosas;-33,55230147;-57,40079267;12;3;2880;SORIANO-9550 , SORIANO-9551, SORIANO-9552;242089;57168;12;Ao. GRANDE DEL SUR;Ao. Del Tala;6000;15,3;175000;5;;;;;;;;57;Nueva;Concesión
Pozo;SGRH-2012-10-004-0510-1-218;8/8/2023;Registrada;SAN JOSÉ;Sonia Cabrera León;28/6/2012;17/5/2013;8/8/2013;8;28800;Otros usos agropecuarios;Abrevadero de ganado;-34,11298387;-56,69209444;12;11;3600;SAN JOSÉ-1906;242091;65508;;RÍO SAN JOSÉ entre Ao. CHAMIZO y Ao. Carreta Quemada;655;;;;;;25;152,4;8;5;18;;65;Nueva;Permiso de uso
Pozo;SGRH-2012-10-004-0510-1-219;8/8/2023;Registrada;SAN JOSÉ;Martín Gallaretto Hernández;29/6/2012;17/5/2013;8/8/2013;22;126720;Otros usos agropecuarios;Tambo;-34,45997113;-56,95931397;12;11;5760;SAN JOSÉ-10048;242092;24300;5;RÍO DE LA PLATA entre Ao. PAVÓN y Ao. Luis Pereira;243;;;;;;29;254;22;19;24;;24;Nueva;Permiso de uso
