Tipo de Obra;Nro. GEX;Fecha Vencimiento;Estado;Regional;Solicitantes;Fecha de Solicitud;Fecha de Resolución;Fecha de Inscripción;Cadual;Volumen;Uso;Destino;Lat;Lon;Mes Inicio;Mes Final;Horas x Año;Depto.-Padrón;Id Solicitud;Codigo Cuencas de nivel 5;Sección Judicial;Cuencas de nivel 3;Curso a Utilizar;Área de Cuenca;Área de Embalse;Volúmen de Embalse;Altura Máxima;Tipo de acuifero;profundidad;Diámetro;Caudal Ensayado;Nivel Estático;Nivel Dinámico;Caudal Máximo;Codigo Cuencas de nivel 2;Accion Solicitud;Tipo Resolución
Pozo;SGRH-2015-10-004-0510-1-672;30/6/2025;Registrada;SALTO;Gamorel S.A. ;30/11/2015;23/2/2017;24/3/2017;80;48000;Riego;Frutales;-31,31752817;-57,89548039;12;9;600;SALTO-3866;244342;14800;;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;148;;;;;;72;250;80;3;14;;14;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-674;30/6/2025;Registrada;SALTO;Gamorel S.A. ;1/12/2015;23/2/2017;24/3/2017;80;57600;Riego;Frutales;-31,31839079;-57,89345151;12;11;720;SALTO-3866;244344;14800;;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;148;;;;;;68;250;80;1;15;;14;Nueva;Permiso de uso
Reservorio;SGRH-2015-10-004-0510-1-675;30/6/2026;Registrada;MONTEVIDEO;Gerardo De León;3/12/2015;14/3/2016;19/4/2016;0;35000;Riego;Forraje/Pradera/Semillas;-34,4677025;-55,77912482;12;3;2880;CANELONES-13653, CANELONES-13654, CANELONES-37792, CANELONES-37793;244345;27403;14;RÍO DE LA PLATA entre Ao. SOLÍS CHICO y Ao. Sarandí;Cda. De Horqueta;240;0,25;36000;5;;;;;;;;27;Nueva;Permiso de uso
Toma;SGRH-2015-10-004-0510-1-676;30/6/2019;Archivada con Resolución;TREINTA Y TRES;Miguel A. Rodríguez SRL ;11/11/2015;20/12/2017;8/3/2018;540;4121000;Riego;Arroz;-33,45144649;-54,14503708;12;3;2880;TREINTA Y TRES-6478;244346;44710;7;RÍO CEBOLLATÍ entre Ao. CORRALES y Río Olimar Grande;Cda. s/n;;;;;;;;;;;900;44;Renov/Modif;Permiso de uso
Toma;SGRH-2015-10-004-0510-1-677;30/6/2019;Archivada con Resolución;TREINTA Y TRES;Coopar S.A. ;12/11/2015;21/3/2017;19/4/2017;5600;55500000;Riego;Sistema de riego;-33,27083882;-53,81578409;12;3;2880;ROCHA-56321;244347;44800;6;RÍO CEBOLLATÍ entre Río Olimar Grande y Ao. Del Parao;Río Cebollatí;;;;;;;;;;;4290;44;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-681;29/12/2025;Registrada;SAN JOSÉ;Derlis Raúl Daveri Arrizabalaga;9/12/2015;29/12/2015;26/2/2016;32;76800;Otros usos agropecuarios;Abrevadero de ganado;-34,52905253;-56,83502875;12;11;2400;SAN JOSÉ-18378;244352;24405;;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;274;;;;;;42;304,8;32;6;14;;24;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-684;18/1/2026;Registrada;SAN JOSÉ;Derlis Raúl Daveri Arrizabalaga;9/12/2015;18/1/2016;8/3/2016;40;115200;Otros usos agropecuarios;Abrevadero de ganado;-34,51095179;-56,79052901;12;11;2880;SAN JOSÉ-11283;244354;24404;;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;31;304,8;40;4;6;;24;Nueva;Permiso de uso
Toma;SGRH-2015-10-004-0510-1-686;30/6/2020;Registrada;FRAY BENTOS;Rafelor S.A. ;9/12/2015;19/9/2016;27/9/2016;51;489180;Riego;Cereales/Oleaginosas;-34,41036394;-57,68752196;12;3;2880;COLONIA-2775;244356;22300;1;RÍO DE LA PLATA entre Ao. RIACHUELO y Ao. De Pintos;Ao. Riachuelo;;;;;;;;;;;;22;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-687;25/2/2026;Registrada;TREINTA Y TRES;Mividal S.A ;9/12/2015;25/2/2016;31/3/2016;11,5;46368;Otros usos;Comercial y servicios;-33,23541957;-54,3975486;12;11;4032;TREINTA Y TRES-14514;244357;43770;1;RÍO OLIMAR GRANDE entre Ao. YERBAL GRANDE y Ao. De Los Ceibos;437;;;;;;48;160;12;4;42;;43;Nueva;Permiso de uso
Toma;SGRH-2015-10-004-0510-1-688;30/6/2020;Registrada;ROCHA;Climuy S.A. ;9/12/2015;13/4/2016;27/5/2016;3000;22500000;Riego;Arroz;-33,59915297;-53,77285728;12;3;2880;ROCHA-60041;244358;45500;6;CANAL No.1 / RÍO SAN LUIS entre Canal Quebracho y Laguna Blanca;Rio San Luis;;;;;;;;;;;5600;45;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-689;26/10/2050;Registrada;TREINTA Y TRES;OSE ;9/12/2015;26/10/2015;21/1/2016;0,2;1152;Consumo humano;Abastecimiento a poblaciones;-34,28424539;-55,56978939;12;11;5760;LAVALLEJA-14085;244359;60600;1;RÍO SANTA LUCÍA entre Ao. VEJIGAS y Ao. Chamizo Grande;606;;;;;;40;152,4;0,2;3;30;;60;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-69;28/7/2025;Registrada;MONTEVIDEO;Enzur Ltda. ;5/3/2015;28/7/2015;20/8/2015;9,9;41818;Industrial;Química;-34,8158267;-56,2351065;12;11;4224;MONTEVIDEO-50206;244360;26200;;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;40,2;152;9,9;6;35;;26;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-690;26/10/2050;Registrada;TREINTA Y TRES;OSE ;9/12/2015;26/10/2015;21/1/2016;12;51840;Consumo humano;Abastecimiento a poblaciones;-33,51090311;-54,5489512;12;11;4320;LAVALLEJA-1244;244361;44604;9;RÍO CEBOLLATÍ entre Ao. GUTIÉRREZ y Ao. Corrales;446;;;;;;30;152,4;12;1,5;10;;44;Nueva;Permiso de uso
Represa Chica;SGRH-2015-10-004-0510-1-691;30/6/2025;Registrada;DURAZNO;El Mirador S.A. ;10/12/2015;21/9/2016;14/10/2016;454;1329726;Riego;Forraje/Pradera/Semillas;-33,21883551;-57,27839466;12;3;2880;SORIANO-10536;244362;57187;11;Ao. GRANDE DEL SUR;Cda. s/n;440;47,4;1330000;8;;;;;;;;57;Nueva;Concesión
Pozo;SGRH-2015-10-004-0510-1-693;14/3/2026;Registrada;MONTEVIDEO;Telamare S.A. ;11/12/2015;14/3/2016;25/5/2016;31104;5,4;Riego;Otros;-34,90675625;-55,01711624;12;11;5760;MALDONADO-24298;244364;29700;1;RÍO DE LA PLATA entre Ao. Del Potrero y Laguna Del Diario;318;;;;;;33;160;5,4;8;28;;29;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-695;14/3/2026;Registrada;MONTEVIDEO;Telamare S.A. ;14/12/2015;14/3/2016;15/4/2016;4,4;25344;Riego;Otros;-34,90531907;-55,01929627;12;11;5760;MALDONADO-24298;244366;29800;1;RÍO DE LA PLATA entre LAGUNA DEL DIARIO y Punta del Este;298;;;;;;35;160;4,4;9;27;;29;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-696;14/3/2026;Registrada;MONTEVIDEO;Telamare S.A. ;14/12/2015;14/3/2016;13/5/2016;5,2;29952;Riego;Otros;-34,90618433;-55,01928808;12;11;5760;MALDONADO-24298;244367;29700;1;RÍO DE LA PLATA entre Ao. Del Potrero y Laguna Del Diario;297;;;;;;42;160;5,2;8,5;27,5;;29;Nueva;Permiso de uso
Tanque Excavado;SGRH-2015-10-004-0510-1-697;30/6/2026;Registrada;SAN JOSÉ;Carlos y Luis SCARZELLA FLEBUS;14/12/2015;7/8/2019;6/9/2019;0;2900;Riego;Hortalizas;-34,62432;-56,26635;1;12;4320;CANELONES-14232;244368;66600;17;RÍO SANTA LUCÍA entre Ao. DE LAS BRUJAS GRANDE y Ao. Colorado;Cda. s/n;107;0;2900;;;;;;;;;66;Renov/Modif;Permiso de uso
Reservorio;SGRH-2015-10-004-0510-1-698;30/6/2026;Registrada;SAN JOSÉ;Carlos y Luis SCARZELLA FLEBUS;20/10/2015;5/8/2019;10/9/2019;0;31500;Riego;Hortalizas;-34,62392;-56,26847;1;12;8640;CANELONES-14232;244369;66600;17;RÍO SANTA LUCÍA entre Ao. DE LAS BRUJAS GRANDE y Ao. Colorado;Cda. s/n;107;0,98;31500;;;;;;;;;66;Renov/Modif;Permiso de uso
Represa Chica;SGRH-2015-10-004-0510-1-699;30/6/2026;Registrada;TACUAREMBÓ;María Isabel Valdez Toja;14/12/2015;7/12/2016;12/12/2016;0;1448000;Riego;Arroz;-32,15741837;-55,24591623;12;3;2880;TACUAREMBÓ-1938;244370;53850;8;RÍO TACUAREMBÓ entre Ao. CARAGUATÁ y Río Negro;Cda./Ao. Turupí;228;57,15;1448000;7,5;;;;;;;;53;Renov/Modif;Concesión
Pozo;SGRH-2015-10-004-0510-1-70;30/6/2025;Registrada;MONTEVIDEO;Gerardo Areosa Cazajous;5/3/2015;11/6/2015;12/8/2015;16;11520;Riego;Hortalizas;-34,87122546;-56,30094399;12;3;720;MONTEVIDEO-42423;244372;26000;;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;200;;;;;;60;203,2;16;15;28;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-700;14/3/2026;Registrada;MONTEVIDEO;Telamare S.A. ;15/12/2015;14/3/2016;13/4/2016;5,95;34272;Riego;Otros;-34,90360187;-55,01717901;12;11;5760;MALDONADO-24298;244373;29800;1;RÍO DE LA PLATA entre LAGUNA DEL DIARIO y Punta del Este;298;;;;;;36;160;5,95;7;25;;29;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-703;25/2/2026;Registrada;MONTEVIDEO;Malteria Oriental S.A. ;15/12/2015;25/2/2016;31/3/2016;40;259200;Industrial;Otros;-34,76228566;-56,24443736;12;11;6480;MONTEVIDEO-163031;244376;67700;;Ao. COLORADO entre Ao. DE LAS PIEDRAS y Río Santa Lucía;677;;;;;;27;0,3;53;5,17;13,66;;67;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-704;14/3/2026;Registrada;MONTEVIDEO;Malteria Oriental S.A. ;16/12/2015;14/3/2016;2/5/2016;40;259200;Industrial;Otros;-34,7631145;-56,24456196;12;11;6480;MONTEVIDEO-163031;244377;67700;;Ao. COLORADO entre Ao. DE LAS PIEDRAS y Río Santa Lucía;677;;;;;;25;0,3;72;5,76;14,64;;67;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-706;30/7/2023;Registrada;MONTEVIDEO;Bordonix S.A. ;16/12/2015;28/7/2016;16/8/2016;2,5;2420;Industrial;Otros;-34,80096881;-56,20994912;12;10;968;MONTEVIDEO-422155;244379;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;12;1000;2,5;4;7;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-707;14/3/2026;Registrada;MONTEVIDEO;Rodolfo Constantini;17/12/2015;14/3/2016;10/5/2016;6;34560;Riego;Otros;-34,87835785;-54,76450704;12;11;5760;MALDONADO-18678;244380;31000;6;OCÉANO ATLÁNTICO entre Ao. Maldonado y Laguna José Ignacio;310;;;;;;28;160;6;3,6;21;;31;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-708;7/3/2026;Registrada;MONTEVIDEO;Rodolfo Constantini;17/12/2015;7/3/2016;30/3/2016;10;57600;Riego;Otros;-34,87724757;-54,76220225;12;11;5760;MALDONADO-18678;244381;31000;6;OCÉANO ATLÁNTICO entre Ao. Maldonado y Laguna José Ignacio;310;;;;;;28,5;160;10;3,9;21;;31;Nueva;Permiso de uso
Toma;SGRH-2015-10-004-0510-1-710;30/6/2020;Registrada;ROCHA;Balerel SRL ;17/12/2015;5/7/2017;14/7/2017;1000;7500000;Riego;Arroz;-33,35500316;-53,61399817;12;3;2880;ROCHA-2997;244384;45000;6;LAGUNA MERÍN entre Río Cebollatí y Ao. De Pelotas;Laguna Merin;;;;;;;;;;;2000;45;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-713;2/2/2027;Registrada;TACUAREMBÓ;Pampa Del Pedernal S.A. ;18/12/2015;2/2/2017;1/3/2017;2;8640;Otros usos agropecuarios;Abrevadero de ganado;-32,27907152;-56,23817709;12;11;4320;TACUAREMBÓ-2524;244387;55413;11;RÍO NEGRO entre Ao. SALSIPUEDES GRANDE y Ao. Tres Árboles;554;;;;;;80;150;2;10;45;;55;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-714;26/10/2026;Registrada;TACUAREMBÓ;Pampa Del Pedernal S.A. ;18/12/2015;26/10/2016;24/11/2016;1,5;6480;Otros usos agropecuarios;Abrevadero de ganado;-32,27720908;-56,24726492;12;11;4320;TACUAREMBÓ-2524;244388;55413;;RÍO NEGRO entre Ao. SALSIPUEDES GRANDE y Ao. Tres Árboles;554;;;;;;80;150;1,5;10;42;;55;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-716;6/4/2026;Registrada;DURAZNO;Conaprole ;22/12/2015;6/4/2016;27/5/2016;2;10800;Industrial;Alimentos y bebidas;-34,05133298;-56,23899291;12;11;5400;FLORIDA-6485;244390;61510;1;RÍO SANTA LUCÍA CHICO entre Ao. DE LA MACANA y Ao. De Pintado;615;;;;;;65,2;152;2;25;46;;61;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-717;30/6/2028;Registrada;SAN JOSÉ;Washington Curbelo;23/12/2015;10/4/2018;14/5/2018;18;46080;Riego;Hortalizas;-34,59742729;-56,81415142;12;7;2560;SAN JOSÉ-18516;244391;24600;6;RÍO DE LA PLATA entre Ao. SAN GREGORIO y Ao. Mauricio;246;;;;;;20;203;18;9;12;;24;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-718;30/6/2026;Registrada;MONTEVIDEO;Jorge Kacprzynski;23/12/2015;14/3/2016;15/4/2016;15;43200;Riego;Hortalizas;-34,84882781;-56,35253728;12;8;2880;MONTEVIDEO-128409;244392;26000;11;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;32;178;15;6;12;;26;Nueva;Permiso de uso
Tajamar Grande;SGRH-2015-10-004-0510-1-719;30/6/2026;Registrada;SALTO;Forbel S.A. ;29/12/2015;14/8/2017;13/9/2017;0;60000;Otros usos;Otros;-32,17423524;-58,03271629;4;3;8640;PAYSANDÚ-12172;244393;17910;12;RÍO QUEGUAY GRANDE entre Ao. QUEBRACHO GRANDE y Río Uruguay;Río Queguay Grande;131;7,9;60000;3,4;;;;;;;;17;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-721;30/6/2026;Registrada;SAN JOSÉ;Jorge Ariel López Perera;29/12/2015;13/6/2017;7/7/2017;30;43200;Riego;Hortalizas;-34,73712753;-56,50590712;12;2;1440;SAN JOSÉ-8378;244396;24810;8;RÍO DE LA PLATA entre Ao. DEL TIGRE y Río Santa Lucía;248;;;;;;29;203;30;6;6,3;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-722;30/6/2025;Registrada;MONTEVIDEO;Marcelo Andrés Angiolini;29/12/2015;20/6/2016;11/7/2016;6;13200;Riego;Hortalizas;-34,77239959;-56,30235605;12;7;2200;MONTEVIDEO-97549;244397;68700;;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;30;160;6;3;9;;68;Nueva;Permiso de uso
Tajamar Chico;SGRH-2015-10-004-0510-1-723;22/6/2021;Registrada;FRAY BENTOS;Forbel S.A. ;29/12/2015;22/6/2016;14/7/2016;0;4000;Otros usos;Otros;-32,31763648;-57,96118359;4;3;8640;PAYSANDÚ-817;244398;18300;8;RÍO URUGUAY entre Ao. SAN FRANCISCO GRANDE y Ao. Negro;Ao. San Francisco Grande;40;1,04;4000;1,6;;;;;;;;18;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-725;6/4/2026;Registrada;DURAZNO;Conaprole ;30/12/2015;6/4/2016;26/5/2016;7;40320;Industrial;Alimentos y bebidas;-34,04892056;-56,21988653;12;11;5760;FLORIDA-4064;244399;61510;1;RÍO SANTA LUCÍA CHICO entre Ao. DE LA MACANA y Ao. De Pintado;615;;;;;;53;152;9;2,2;16;;61;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-726;7/4/2026;Registrada;DURAZNO;Conaprole ;30/12/2015;7/4/2016;11/5/2016;6;34560;Industrial;Alimentos y bebidas;-34,04932272;-56,2209174;12;11;5760;FLORIDA-4064;244400;61510;1;RÍO SANTA LUCÍA CHICO entre Ao. DE LA MACANA y Ao. De Pintado;615;;;;;;60;150;6;7;30;;61;Renov/Modif;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-727;1/3/2024;Registrada;MONTEVIDEO;Refrilco S.A. ;30/12/2015;25/5/2016;29/6/2016;1;1248;Industrial;Envasado de agua;-34,53047654;-56,28214216;12;11;1248;CANELONES-1629;244401;63507;1;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;640;;;;;;62;160;1;17,43;35,5;;63;Nueva;Permiso de uso
Represa Chica;SGRH-2015-10-004-0510-1-728;30/6/2026;Registrada;TACUAREMBÓ;Agreable S.A. ;30/12/2015;15/2/2017;6/3/2017;0;1200000;Riego;Cereales/Oleaginosas;-33,06382234;-57,06922731;12;3;2880;DURAZNO-12289;244402;55917;;RÍO NEGRO entre Ao. RAMÍREZ GRANDE y Río Yí;Cda Durazno;490;42;1200000;9,1;;;;;;;;55;Nueva;Concesión
Pozo;SGRH-2015-10-004-0510-1-729;6/4/2026;Registrada;DURAZNO;Conaprole ;30/12/2015;6/4/2016;26/5/2016;1,8;10368;Industrial;Alimentos y bebidas;-34,06136015;-56,21495434;12;11;5760;FLORIDA-4108;244403;61510;1;RÍO SANTA LUCÍA CHICO entre Ao. DE LA MACANA y Ao. De Pintado;615;;;;;;60;152;1,8;1,4;18;;61;Renov/Modif;Permiso de uso
Represa Chica;SGRH-2015-10-004-0510-1-730;30/6/2024;Registrada;ARTIGAS;FIDEICOMISO FINANCIERO FONDO DE TIERRAS URUGUAY ;30/12/2015;21/6/2016;6/7/2016;0;1920000;Riego;Arroz;-30,32649627;-57,50761878;12;3;2880;ARTIGAS-3874, ARTIGAS-3875;244405;10950;7;RÍO CUAREIM entre Ao. YUCUTUJÁ y Río Uruguay;Cda. s/n;300;54,17;1908000;9,9;;;;;;;;10;Renov/Modif;Concesión
Represa Mediana;SGRH-2015-10-004-0510-1-731;19/9/2026;Registrada;ARTIGAS;Autberto Ney Rebollo Lucas;30/12/2015;19/9/2016;18/10/2016;0;2237000;Otros usos agropecuarios;Abrevadero de ganado;-30,76869909;-56,89500094;4;3;8640;ARTIGAS-4600, ARTIGAS-5071, ARTIGAS-5560, ARTIGAS-5561;244406;10826;5;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;Cda. del Sauce;720;86,33;2237000;9,7;;;;;;;;10;Renov/Modif;Concesión
Toma;SGRH-2015-10-004-0510-1-75;30/6/2020;Registrada;SAN JOSÉ;Sociedad De Fomento Rural Tala ;5/2/2015;31/5/2017;20/6/2017;18;202000;Riego;Otros;-34,21833454;-55,72883271;12;3;2880;CANELONES-47, CANELONES-Fiscal;244408;60570;10;RÍO SANTA LUCÍA entre Ao. CASUPÁ y Ao. Vejigas;Río Santa Lucía;;;;;;;;;;;;60;Nueva;Permiso de uso
Represa Chica;SGRH-2015-10-004-0510-1-77;30/6/2025;Registrada;FRAY BENTOS;Tierra Del Sol S.A. ;11/3/2015;19/2/2016;14/3/2016;0;570000;Otros usos;Turismo/Recreación;-32,95652896;-57,85914109;4;3;8640;RÍO NEGRO-3327;244410;58500;2;RÍO NEGRO entre Ao. COLADERAS y Ao. Del Abrojal;Cda. Del Horno;167;26,3;570000;6,8;;;;;;;;58;Nueva;Concesión
Represa Chica;SGRH-2015-10-004-0510-1-78;30/6/2025;Registrada;MONTEVIDEO;ASOCIACION NACIONAL PRODUCTORES DE LECHE - ANPL ;13/3/2015;15/3/2017;31/3/2017;0;572000;Riego;Forraje/Pradera/Semillas;-34,50577562;-55,55751969;12;3;2880;CANELONES-58903, CANELONES-58904, CANELONES-59803, CANELONES-59804, CANELONES-59805;244411;28210;9;Ao. SOLÍS GRANDE entre Ao. DEL SAUCE SOLO y Ao. De Los Chanchos;Cda. s/n;165;21,8;572000;7,2;;;;;;;;28;Nueva;Concesión
Pozo;SGRH-2015-10-004-0510-1-79;4/8/2025;Registrada;SAN JOSÉ;Casarta SRL ;16/3/2015;4/8/2015;27/8/2015;2;1440;Otros usos;Control de incendios;-34,69079513;-56,52593195;12;11;720;SAN JOSÉ-59;244412;66200;8;RÍO SANTA LUCÍA entre Ao. TROPA VIEJA y Ao. De Las Brujas Grande;662;;;;;;35,5;152,4;13,2;15,7;22,5;;66;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-8;27/1/2025;Registrada;FRAY BENTOS;Darwin Henry Gardiol Pérez;14/1/2015;17/5/2013;27/1/2015;4,5;7200;Riego;Hortalizas;-34,3341328;-57,26410844;12;3;1600;COLONIA-001;244413;23710;;RÍO ROSARIO entre Ao. COLLA y Ao. Sarandí Grande;237;;;;;;45;160;4,5;6;20;;23;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-80;27/7/2025;Registrada;SAN JOSÉ;Casarta SRL ;16/3/2015;27/7/2015;27/8/2015;2;1440;Industrial;Otros;-34,69299053;-56,52660592;12;11;720;SAN JOSÉ-59;244414;66200;8;RÍO SANTA LUCÍA entre Ao. TROPA VIEJA y Ao. De Las Brujas Grande;662;;;;;;35,7;203,2;9;18,9;31;;66;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-81;16/6/2025;Registrada;TREINTA Y TRES;ANCAP ;16/3/2015;16/6/2015;17/9/2015;6;25920;Otros usos;Control de incendios;-33,24737335;-54,37765876;12;11;4320;TREINTA Y TRES-4725;244415;43770;2;RÍO OLIMAR GRANDE entre Ao. YERBAL GRANDE y Ao. De Los Ceibos;437;;;;;;81;152;6;7;20;;43;Nueva;Permiso de uso
Pozo;SGRH-2015-10-004-0510-1-82;11/12/2025;Registrada;MONTEVIDEO;Luis Alberto Díaz German;17/3/2015;11/12/2015;2/2/2016;4,5;9720;Otros usos agropecuarios;Tambo;-34,55367061;-56,19975451;12;11;2160;CANELONES-6963;244416;63503;1;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;635;;;;;;40;150;4,5;9;19;;63;Nueva;Permiso de uso
Represa Chica;SGRH-2015-10-004-0510-1-83;30/6/2025;Registrada;FRAY BENTOS;Dos Ceibos S.A. ;18/3/2015;22/2/2016;31/5/2016;0;810000;Riego;Cereales/Oleaginosas;-32,9668563;-57,70428722;12;3;2880;RÍO NEGRO-175;244417;58530;4;RÍO NEGRO entre Ao. COLADERAS y Ao. Del Abrojal;Cda. s/n;235;36;810000;6,5;;;;;;;;58;Nueva;Concesión
Tanque Excavado;SGRH-2015-10-004-0510-1-89;30/6/2024;Registrada;SAN JOSÉ;Frank Tejera;5/1/2015;3/10/2019;25/10/2019;0;1500;Riego;Hortalizas;-34,42786;-55,985;10;3;4320;CANELONES-60801;244423;60826;12;RÍO SANTA LUCÍA entre Ao. DEL TALA y Ao. De Mendoza;Cda. s/n;3;0,0195;1500;5,5;;;;;;;;60;Nueva;Permiso de uso
Toma;SGRH-2015-10-004-0510-1-94;30/6/2020;Archivada con Resolución;SAN JOSÉ;Establecimiento Margat S.A. ;26/3/2015;23/5/2016;10/6/2016;15,2;103000;Riego;Frutales;-34,48984266;-56,34367016;12;3;2880;CANELONES-43877;244428;63510;3;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;Ao. Canelón Grande;;;;;;;;;;;;63;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-10;8/9/2026;Registrada;SALTO;Forbel S.A. ;7/1/2016;8/9/2016;7/11/2016;6;25920;Consumo humano;Uso doméstico;-32,32716905;-57,94299953;12;11;4320;PAYSANDÚ-6739;244435;18300;2;RÍO URUGUAY entre Ao. SAN FRANCISCO GRANDE y Ao. Negro;183;;;;;;36;150;6;13;26,5;;18;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-100;7/4/2026;Registrada;MONTEVIDEO;FRINAVUR S.A. ;22/2/2016;7/4/2016;2/5/2016;2;5760;Industrial;Alimentos y bebidas;-34,722822;-56,21103686;12;11;2880;CANELONES-1734;244436;67000;4;Ao. COLORADO entre nacientes y Ao. Colorado Chico;670;;;;;;27;203;2;18,5;22;;67;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-101;15/3/2026;Registrada;MONTEVIDEO;FRINAVUR S.A. ;22/2/2016;15/3/2016;10/5/2016;4;11520;Industrial;Alimentos y bebidas;-34,72304949;-56,21040476;12;11;2880;CANELONES-15740;244437;67000;4;Ao. COLORADO entre nacientes y Ao. Colorado Chico;670;;;;;;22;203;4;15,7;19,5;;67;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-103;26/10/2050;Registrada;TREINTA Y TRES;OSE ;23/2/2016;26/10/2015;8/3/2016;0,6;3456;Consumo humano;Abastecimiento a poblaciones;-34,0261336;-54,95880605;12;11;5760;LAVALLEJA-3005;244439;44400;8;RÍO CEBOLLATÍ entre Ao. TAPES GRANDE y Ao. Del Aiguá;444;;;;;;80;152,4;0,6;7;52;;44;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-104;15/3/2026;Registrada;MONTEVIDEO;FRINAVUR S.A. ;23/2/2016;15/3/2016;3/5/2016;20;72000;Industrial;Alimentos y bebidas;-34,71741679;-56,21273496;12;11;3600;CANELONES-9890;244440;67000;4;Ao. COLORADO entre nacientes y Ao. Colorado Chico;670;;;;;;40;203;20;14;27;;67;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-105;15/8/2026;Registrada;FRAY BENTOS;Alimentos Fray Bentos S.A. ;23/2/2016;15/8/2016;14/9/2016;25;144000;Industrial;Alimentos y bebidas;-33,1227121;-58,18761036;12;11;5760;RÍO NEGRO-7538;244441;18910;1;RÍO URUGUAY entre Ao. ROMÁN GRANDE y Río Negro;189;;;;;;147;300;25;19,5;65;;18;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-107;26/10/2050;Registrada;FRAY BENTOS;OSE ;24/2/2016;26/10/2016;16/3/2016;2,5;16200;Consumo humano;Abastecimiento a poblaciones;-34,37504938;-57,58248341;12;11;6480;COLONIA-18086;244442;22500;12;RÍO DE LA PLATA entre Ao. ARTILLEROS y Ao. Sauce;226;;;;;;46;152,4;2,5;11;19;;22;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-109;26/10/2050;Registrada;DURAZNO;OSE ;24/2/2016;26/10/2015;16/3/2016;0,5;3240;Consumo humano;Abastecimiento a poblaciones;-33,0087654;-56,17491891;12;11;6480;DURAZNO-8188;244444;54812;5;RÍO NEGRO entre Ao. CARPINTERÍA y Ao. Cardozo;548;;;;;;86;152,4;0,5;19;65,1;;54;Nueva;Permiso de uso
